ĀQ	阿Q
gāosùgōnglù	高速公路
gāotáiguìshǒu	高抬贵手
gāotánkuòlùn	高谈阔论
gāotàngāng	高碳钢
gāotāng	高汤
gāotiāo	高挑
gāotóudàmǎ	高头大马
gāowěidù	高纬度
gāowèi	高位
gāowēn	高温
gāowēnhéjīn	高温合金
gāowēnzuòyè	高温作业
gāowūjiànlíng	高屋建瓴
gāoxiāofèi	高消费
gāoxiào	高效
gāoxiàolǜ	高效率
gāoxiàoyì	高效益
gāoxiào	高校
gāoxīnjìshù	高新技术
gāoxīnjìshùchǎnyèkāifāqū	高新技术产业开发区
gāoxīn	高薪
gāoxìng	高兴
gāoxìngnéng	高性能
gāoxuètáng	高血糖
gāoxuèyā	高血压
gāoyā	高压
gāoyābèng	高压泵
gāoyādài	高压带
gāoyādiàn	高压电
gāoyāfú	高压服
gāoyāguō	高压锅
gāoyājǐ	高压脊
gāoyāxiàn	高压线
gāoyāyǎng	高压氧
gāoyǎ	高雅
gāoyào	高要
gāoyú	高于
gāoyuán	高原
gāozhānyuǎnzhǔ	高瞻远瞩
gāozhǎng	高涨
gāozhāo	高招
gāozhěnérwò	高枕而卧
gāozhěnwúyōu	高枕无忧
gāozhìliàng	高质量
gāozhōng	高中
gāozhāo	高着
gāohuāng	膏肓
gāohuǒ	膏火
gāojì	膏剂
gāoliángzǐdì	膏梁子弟
gāoliáng	膏粱
gāoliángzǐdì	膏粱子弟
gāoxuè	膏血
gāoyóu	膏油
gāoyú	膏腴
gāogān	糕干
gǎochòu	搞臭
gǎoguānxi	搞关系
gǎohǎo	搞好
gǎohuó	搞活
gǎohuójīngjì	搞活经济
gǎoqīng	搞清
gǎotōng	搞通
gǎoxiǎodòngzuò	搞小动作
gǎomùsǐhuī	槁木死灰
gǎojiàn	稿件
gǎoyuē	稿约
gàobié	告别
gàocí	告辞
gàodàiwúmén	告贷无门
gàofā	告发
gàojí	告急
gàojiǎ	告假
gàojié	告捷
gàojiè	告诫
gàolǎohuánxiāng	告老还乡
gàoyīduànluò	告一段落
gàoyǔ	告语
gàozhī	告知
gàozhōng	告终
gàozhuàng	告状
gàoshí	锆石
gēbāqiáofū	戈巴乔夫
gēbì	戈壁
gēěrbāqiáofū	戈尔巴乔夫
gēlánqū	戈兰区
gēnàyīfū	戈纳伊夫
gēdɑ	疙瘩
gēběnhāgēn	哥本哈根
gēdébǎoshì	哥德堡市
gēérliǎng	哥儿俩
gēlǎohuì	哥老会
gēsàkèrén	哥萨克人
gēsīdàlíjiā	哥斯大黎加
gēbìzhīméng	割臂之盟
gēchú	割除
gēduàn	割断
gējīyānyòngniúdāo	割鸡焉用牛刀
gējù	割据
gēliè	割裂
gēqiē	割切
gēshě	割舍
gēdezhù	搁得住
gēqiǎn	搁浅
gēzhì	搁置
gēchàng	歌唱
gēcí	歌词
gēdān	歌单
gēgōngsòngdé	歌功颂德
gēhuì	歌会
gējù	歌剧
gēqǔ	歌曲
gēshēng	歌声
gēsòng	歌颂
gētáiwǔxiè	歌台舞榭
gēwáng	歌王
gēwǔ	歌舞
gēwǔshēngpíng	歌舞升平
gēwǔtuán	歌舞团
gēxīng	歌星
gēzǎixì	歌仔戏
géxià	阁下
géchìmù	革翅目
géchú	革除
gégùdǐngxīn	革故鼎新
gélǚ	革履
gémiànxǐxīn	革面洗心
gémìng	革命
gémìngdǎng	革命党
gémìnghuà	革命化
gémìngjiā	革命家
gémìngjūn	革命军
gémìngpài	革命派
gémìngshèngdì	革命圣地
gémìngshǐ	革命史
gémìngwěiyuánhuì	革命委员会
gémìngxíngdòng	革命行动
gémìngxìng	革命性
gémìngyīngxióngzhǔyì	革命英雄主义
gémìngzhànzhēng	革命战争
gémìngzhě	革命者
génáng	革囊
géwěihuì	革委会
géxīn	革新
géxīnnéngshǒu	革新能手
géxīnpài	革新派
gézhí	革职
gézhìpǐn	革制品
gédiào	格调
gédòu	格斗
gégébùrù	格格不入
géjú	格局
gélācíshì	格拉茨市
gélādésītōng	格拉德斯通
gélādísī	格拉迪斯
gélāsīgē	格拉斯哥
géláigěruì	格莱葛瑞
géláisīdùn	格莱斯顿
gélèluótuō	格勒罗托
géléifūsī	格雷夫斯
géléishāmǔ	格雷沙姆
gélínàokè	格林奥克
géluófūnà	格罗夫纳
géluófūsī	格罗夫斯
géshābùlùn	格杀不论
géshāwùlùn	格杀勿论
géshì	格式
géwài	格外
géwùzhìzhī	格物致知
gébù	葛布
gěcūn	葛村
gěhóngyán	葛洪岩
géjīnyǔshàn	葛巾羽扇
gělánsù	葛兰素
gěléi	葛雷
gěluómǐkē	葛罗米柯
gěpéilìyà	葛培莉亚
gěténg	葛藤
gěwǔzhèn	葛武镇
gěxiānmǐ	葛仙米
gěyíng	葛营
gěyún	葛云
gězhèn	葛镇
gězhōu	葛洲
gězhōubà	葛洲坝
géànguānhuǒ	隔岸观火
géhé	隔阂
géjué	隔绝
gékāi	隔开
gélí	隔离
gélíqū	隔离区
gélíshěnchá	隔离审查
géniánhuánglì	隔年皇历
géqiángyǒuěr	隔墙有耳
gérè	隔热
gésānchàwǔ	隔三差五
géshàn	隔扇
géshìzhīgǎn	隔世之感
géháng	隔行
géhángrúgéshān	隔行如隔山
géxuēsāoyǎng	隔靴搔痒
géyīnfúhào	隔音符号
gèbié	个别
gèbiéchāyì	个别差异
gèbiérén	个别人
gèrén	个人
gèrénchéngfen	个人成分
gěrénlìyì	个人利益
gèrénsuǒdé	个人所得
gèrénzhǔyì	个人主义
gèshù	个数
gètǐ	个体
gètǐgōngshānghù	个体工商户
gètǐhù	个体户
gètǐjīngjì	个体经济
gètǐsuǒyǒuzhì	个体所有制
gèxìng	个性
gèbēndōngxi	各奔东西
gèbènqiánchéng	各奔前程
gèbié	各别
gèbùxiāngmóu	各不相谋
gèbùwěi	各部委
gèchíjǐjiàn	各持己见
gèchù	各处
gècóngqízhì	各从其志
gèdàjūnqū	各大军区
gèdānwèi	各单位
gèdéqísuǒ	各得其所
gèdì	各地
gèdìqū	各地区
gèfāng	各方
gèfùqízé	各负其责
gègè	各个
gègèjīpò	各个击破
gèguó	各国
gèjí	各级
gèjídǎngwěi	各级党委
gèjílǐngdǎo	各级领导
gèjiā	各家
gèjiāgèhù	各家各户
gèjiè	各界
gèjièrénshì	各界人士
gèjìnqízé	各尽其责
gèjìnsuǒnéng	各尽所能
gèjiùgèwèi	各就各位
gèmínzhǔdǎngpài	各民主党派
gèmóuqízhèng	各谋其政
gènián	各年
gèqǔsuǒcháng	各取所长
gèqǔsuǒxū	各取所需
gèrén	各人
gèrénmíntuántǐ	各人民团体
gèrénzìsǎoménqiánxuě	各人自扫门前雪
gèsè	各色
gèsègèyàng	各色各样
gèshěngshì	各省市
gèshì	各式
gèshìgèyàng	各式各样
gèshūjǐjiàn	各抒己见
gèshūyǐjiàn	各抒已见
gèsīqízhí	各司其职
gèwèiqízhǔ	各为其主
gèwèi	各位
gèxiǎnqínéng	各显其能
gèxiǎnshéntōng	各显神通
gèxiàngtóngxìng	各向同性
gèxiàngyìxìng	各向异性
gèxiàng	各项
gèhánggèyè	各行各业
gèhángqíshì	各行其事
gèxíngqíshì	各行其是
gèyàng	各样
gèyì	各异
gèyǒulìbì	各有利弊
gèyǒuqiānqiū	各有千秋
gèyǒusuǒài	各有所爱
gèyǒusuǒcháng	各有所长
gèyǒusuǒhào	各有所好
gèyǒusuǒzhí	各有所职
gèyuè	各月
gèzhíjǐjiàn	各执己见
gèzhíyīcí	各执一词
gèzhíyīduān	各执一端
gèzhǒng	各种
gèzhǒnggèyàng	各种各样
gèzì	各自
gèzìwéizhèng	各自为政
gèzú	各族
gègāng	铬钢
gèniègāng	铬镍钢
gěidìng	给定
jǐfù	给付
gěijiǎ	给假
gěimiànzi	给面子
jǐshuǐ	给水
jǐyǎng	给养
gěiyǐ	给以
gěiyú	给于
jǐyǔ	给予
gēnběn	根本
gēnběnfǎ	根本法
gēnběnshàng	根本上
gēnběnxìng	根本性
gēnbù	根部
gēnchú	根除
gēndǐ	根底
gēnguàn	根冠
gēnhào	根号
gēnjī	根基
gēnjù	根据
gēnjùdì	根据地
gēnliújūn	根瘤菌
gēnshēndìgù	根深蒂固
gēnshēnyèmào	根深叶茂
gēnxì	根系
gēnyuán	根源
gēnzhèngmiáohóng	根正苗红
gēnzhǐshù	根指数
gēnzhì	根治
gēnzǐ	根子
gēnbān	跟班
gēndòu	跟斗
gēndú	跟读
gēngǔ	跟骨
gēnsuí	跟随
gēnzhe	跟着
gēnzōng	跟踪
gēnzōngdiàochá	跟踪调查
gèngǔwèiyǒu	亘古未有
gēngdié	更迭
gèngdìng	更定
gēngdòng	更动
gèngduō	更多
gèngfān	更番
gēngfū	更夫
gēnggǎi	更改
gēnggǔ	更鼓
gènghǎo	更好
gènghékuàng	更何况
gēnghuàn	更换
gèngjiā	更加
gèngjìnyībù	更进一步
gèngmíng	更名
gèngmínggǎixìng	更名改姓
gèngniánqī	更年期
gēngpúnánshǔ	更仆难数
gèngqí	更其
gèngshàngyī	更上一
gèngshàngyīcénglóu	更上一层楼
gèngshēn	更深
gēngshēnrénjìng	更深人静
gēngshēnyèjìng	更深夜静
gēngshēng	更生
gēngshēngméisù	更生霉素
gèngshèngyīchóu	更胜一筹
gèngshǐ	更始
gèngshì	更是
gēngtì	更替
gèngwéi	更为
gēngxīn	更新
gēngxīnhuàndài	更新换代
gēngxīnshì	更新世
gèngxínghuàndài	更型换代
gēngyī	更衣
gēngyīshì	更衣室
gèngyì	更易
gèngyǒushènzhě	更有甚者
gèngzhāng	更张
gēngzhèng	更正
gēngtiě	庚帖
gēngdì	耕地
gēngdìmiànjī	耕地面积
gēngniú	耕牛
gēngtián	耕田
gēngchù	耕畜
gēngyún	耕耘
gēngzhòng	耕种
gēngzuò	耕作
gēngzuòcéng	耕作层
gēngzuòzhìdù	耕作制度
gēngchí	羹匙
gěngsè	哽塞
gěngyè	哽咽
gěngduǎnjíshēn	绠短汲深
gěnggěng	耿耿
gěnggěngyúhuái	耿耿于怀
gěngzhí	耿直
gěnggài	梗概
gěngsè	梗塞
gěngzǔ	梗阻
gōngzhǎng	工长
gōngchǎng	工厂
gōngchǎng	工场
gōngchéng	工程
gōngchéngchē	工程车
gōngchéngshī	工程师
gōngchéngsùliào	工程塑料
gōngchéngxiàngmù	工程项目
gōngdà	工大
gōngdì	工地
gōngdú	工读
gōngdúshēng	工读生
gōngdúxuéxiào	工读学校
gōngduànzhǎng	工段长
gōngfēn	工分
gōnghuì	工会
gōngjià	工价
gōngjiān	工间
gōngjiāncāo	工间操
gōngjiāo	工交
gōngjù	工具
gōngjùgāng	工具钢
gōngjùshū	工具书
gōngkē	工科
gōngkuàng	工矿
gōngkuàngqǐyè	工矿企业
gōngkuàngqū	工矿区
gōnglìxīdí	工力悉敌
gōnglíng	工龄
gōngmào	工贸
gōngnóng	工农
gōngnóngbīng	工农兵
gōngnóngchābié	工农差别
Gōng-nóng	工农红军		Hóngjūn
gōng-nóng	工农联盟		liánméng
gōngnóngyè	工农业
gōngnóngyèzǒngchǎnzhí	工农业总产值
gōngqī	工期
gōngqū	工区
gōngrén	工人
gōngrénjiējí	工人阶级
gōngshāng	工伤
gōngshāng	工商
gōngshāngjiè	工商界
gōngshāngjú	工商局
gōngshānglián	工商联
gōngshāngliánhéhuì	工商联合会
gōngshāngháng	工商行
gōngshāngyè	工商业
gōngshí	工时
gōngshì	工事
gōngwěi	工委
gōngwěijìwěi	工委纪委
gōngxiào	工效
gōngxù	工序
gōngxuéyuàn	工学院
gōngyè	工业
gōngyèbùjú	工业布局
gōngyèbù	工业部
gōngyèchéngshì	工业城市
gōngyèdàxué	工业大学
gōngyèfèishuǐ	工业废水
gōngyègémìng	工业革命
gōngyèguó	工业国
gōngyèguójiā	工业国家
gōngyèhuà	工业化
gōngyèjīdì	工业基地
gōngyèjiè	工业界
gōngyèpǐn	工业品
gōngyèqìyā	工业气压
gōngyèqū	工业区
gōngyèshèhuì	工业社会
gōngyètǐxì	工业体系
gōngyèyuánqū	工业园区
gōngyì	工艺
gōngyìliúchéng	工艺流程
gōngyìměishù	工艺美术
gōngyìměishùpǐn	工艺美术品
gōngyìpǐn	工艺品
gōngyú	工余
gōngzhěng	工整
gōngzhǒng	工种
gōngzī	工资
gōngzīdān	工资单
gōngzīfēn	工资分
gōngzījíbié	工资级别
gōngzīzhì	工资制
gōngzīzǒngé	工资总额
gōngzìgāng	工字钢
gōngzuò	工作
gōngzuòbù	工作簿
gōngzuòcān	工作餐
gōngzuòdān	工作单
gōngzuòdì	工作地
gōngzuòduì	工作队
gōngzuòfú	工作服
gōngzuòhuìyì	工作会议
gōngzuòjiān	工作间
gōngzuòkuáng	工作狂
gōngzuòliàng	工作量
gōngzuòmiàn	工作面
gōngzuòmǔjī	工作母机
gōngzuòqū	工作区
gōngzuòrényuán	工作人员
gōngzuòrì	工作日
gōngzuòshíjiān	工作时间
gōngzuòshì	工作室
gōngzuòshǒucè	工作手册
gōngzuòtái	工作台
gōngzuòtuán	工作团
gōngzuòxiàolǜ	工作效率
gōngzuòyālì	工作压力
gōngzuòyuán	工作员
gōngzuòzhàn	工作站
gōngzuòzhě	工作者
gōngzuòzhèng	工作证
gōngzuòzhì	工作制
gōngzuòzhìdù	工作制度
gōngzuòzǒngjié	工作总结
gōngzuòzǔ	工作组
gōngān	公安
gōngānbù	公安部
gōngānbùzhǎng	公安部长
gōngānbùduì	公安部队
gōngāngànjǐng	公安干警
gōngānjīguān	公安机关
gōngānjú	公安局
gōngānrényuán	公安人员
gōngāntīng	公安厅
gōngbào	公报
gōngbàosīchóu	公报私仇
gōngbèishù	公倍数
gōngbù	公布
gōngchā/gōngchāi	公差
gōngchē	公车
gōngchēng	公称
gōngchǐ	公尺
gōngdān	公担
gōngdé	公德
gōngérwàngsī	公而忘私
gōngfáng	公房
gōngfèi	公费
gōngfēn	公分
gōngfèn	公愤
gōnggān	公干
gōnggào	公告
gōnggòng	公共
gōnggòngchǎngsuǒ	公共场所
gōnggòngguānxì	公共关系
gōnggòngjīlěi	公共积累
gōnggòngqìchē	公共汽车
gōnggòngshèshī	公共设施
gōnggòngshítáng	公共食堂
gōnggòngwèishēng	公共卫生
gōngguān	公关
gōnghǎi	公海
gōnghài	公害
gōnghán	公函
gōnghuì	公会
gōngjījīn	公积金
gōngjiǎ	公假
gōngjiǎnfǎ	公检法
gōngjiāo	公交
gōngjiāorényuán	公教人员
gōngjīn	公斤
gōngkāi	公开
gōngkāihuà	公开化
gōngkāisài	公开赛
gōngkuǎn	公款
gōnglǐ	公里
gōnglù	公路
gōnglùjiāotōng	公路交通
gōnglùyùnshū	公路运输
gōnglùn	公论
gōngmín	公民
gōngmínquán	公民权
gōngmù	公墓
gōngpíng	公平
gōngpú	公仆
gōngqiēxiàn	公切线
gōngqǐng	公顷
gōngrán	公然
gōngrèn	公认
gōngshè	公社
gōngshēng	公升
gōngshì	公式
gōngshìhuà	公式化
gōngshì	公事
gōngshìgōngbàn	公事公办
gōngshǔ	公署
gōngsī	公司
gōngsī	公私
gōngsīhéyíng	公私合营
gōngsījiāngù	公私兼顾
gōngsīliǎngbiàn	公私两便
gōngwén	公文
gōngwénlǚxíng	公文旅行
gōngwù	公务
gōngwùchē	公务车
gōngwùyuán	公务员
gōngwù	公物
gōngxīn	公心
gōngchù	公畜
gōngyǎn	公演
gōngyì	公益
gōngyīnshù	公因数
gōngyòng	公用
gōngyòngdiànhuà	公用电话
gōngyòngshìyè	公用事业
gōngyǒu	公有
gōngyǒuhuà	公有化
gōngyǒuzhì	公有制
gōngyù	公寓
gōngyuán	公元
gōngyuánqián	公元前
gōngyuán	公园
gōngyuē	公约
gōngyuēshù	公约数
gōngzhài	公债
gōngzhàiquàn	公债券
gōngzhāng	公章
gōngzhèng	公正
gōngzhèngwúsī	公正无私
gōngzhèng	公证
gōngzhèngchù	公证处
gōngzhèngshū	公证书
gōngzhīyúzhòng	公之于众
gōngzhí	公职
gōngzhòng	公众
gōngzhūtónghào	公诸同好
gōngzhūyúzhòng	公诸于众
gōngzhǔ	公主
gōngzhù	公助
gōngzhuǎn	公转
gōngzǐgēér	公子哥儿
gōngzǐwángsūn	公子王孙
gōngbàichuíchéng	功败垂成
gōngbùkěméi	功不可没
gōngchén	功臣
gōngchéngbùjū	功成不居
gōngchéngmíngjiù	功成名就
gōngchéngmíngsuì	功成名遂
gōngchéngshēntuì	功成身退
gōngdàozìránchéng	功到自然成
gōngdéwúliàng	功德无量
gōngdéyuánmǎn	功德圆满
gōngdǐ	功底
gōngfubùfùyǒuxīnrén	功夫不负有心人
gōngfupiàn	功夫片
gōngguò	功过
gōngjì	功绩
gōngkè	功课
gōngkuīyīkuì	功亏一篑
gōngláo	功劳
gōnglì	功力
gōnglǜ	功率
gōnglǜyīnshù	功率因数
gōngnéng	功能
gōngxiào	功效
gōngxūn	功勋
gōngchénglüèdì	攻城略地
gōngdú	攻读
gōngguān	攻关
gōngjī	攻击
gōngkè	攻克
gōngpò	攻破
gōngqíbùbèi	攻其不备
gōngqíwúbèi	攻其无备
gōngshì	攻势
gōngshǒutóngméng	攻守同盟
gōngwúbùkè	攻无不克
gōngxīnwèishàng	攻心为上
gōngzhàn	攻占
gòngbuqǐ	供不起
gōngbùyìngqiú	供不应求
gòngchǎnxiāo	供产销
gòngcí	供词
gòngdàyúqiú	供大于求
gōngdiàn	供电
gōngdiànjú	供电局
gōngdiànxìtǒng	供电系统
gòngfèng	供奉
gònggǎo	供稿
gōngjǐ	供给
gōngjǐliàng	供给量
gōngjǐzhì	供给制
gōngguòyúqiú	供过于求
gōnghuò	供货
gōngliào	供料
gōngnuǎn	供暖
gòngpǐn	供品
gōngqì	供气
gōngqiú	供求
gōngrè	供热
gòngrèlǜ	供热率
gòngrèn	供认
gòngrènbùhuì	供认不讳
gōngshuǐ	供水
gòngtǐ	供体
gōngxiāo	供销
gōngxiāohézuòshè	供销合作社
gōngxiāoshè	供销社
gōngxiāoyuán	供销员
gōngxū	供需
gòngxuè	供血
gòngyǎng	供氧
gōngyìng	供应
gōngyīngchuán	供应船
gōngyīngdì	供应地
gōngyìngdiǎn	供应点
gōngyīngkē	供应科
gōngyìngliàng	供应量
gòngyīngzhàn	供应站
gòngyóubèng	供油泵
gòngzhí	供职
gòngzhuàng	供状
gòngzhuō	供桌
gōnggǔ	肱骨
gōngdiàn	宫殿
gōngdiào	宫调
gōngtíng	宫廷
gōnggōngjìngjìng	恭恭敬敬
gōnghè	恭贺
gōnghèxīnxǐ	恭贺新禧
gōngjìngbùrúcóngmìng	恭敬不如从命
gōngxǐ	恭喜
gōngféngqíshèng	躬逢其盛
gōngqīn	躬亲
gōngxíng	躬行
gōngchóujiāocuò	觥筹交错
gǒnggù	巩固
gǒnggùlǜ	巩固率
gǒnghéjīn	汞合金
gǒngxiùhóng	汞溴红
gǒngdǐngshí	拱顶石
gǒngjānsuōbèi	拱肩缩背
gǒngquān	拱圈
gǒngxuàn	拱券
gǒngshǒuràngrén	拱手让人
gòngchǎn	共产
gòngchǎndǎng	共产党
gòngchǎndǎngrén	共产党人
gòngchǎndǎngyuán	共产党员
gòngchǎnzhǔyì	共产主义
gòngchǎnzhǔyìqīngniántuán	共产主义青年团
gòngchǎnzhǔyìzhě	共产主义者
gòngchǔ	共处
gòngcún	共存
gòngdù	共度
gòngèfùshù	共轭复数
gòngguǎn	共管
gònghé	共和
gònghédǎng	共和党
gònghéguó	共和国
gònghéjūn	共和军
gònghézhì	共和制
gònghuànnàn	共患难
gòngjì	共计
gòngjiàjiàn	共价键
gòngjiàn	共建
gòngjìnhuì	共进会
gòngmíng	共鸣
gòngmíngshuō	共鸣说
gòngqīngtuán	共青团
gòngqīngtuányuán	共青团员
gòngqīngtuánzhōngyāng	共青团中央
gòngshāng	共商
gòngshēng	共生
gòngshí	共识
gòngtōng	共通
gòngtóng	共同
gòngtóngdiǎn	共同点
gòngtónggānglǐng	共同纲领
gòngtóngshìchǎng	共同市场
gòngtóngtǐ	共同体
gòngtóngyǔ	共同语
gòngtóngyǔyán	共同语言
gòngxiǎng	共享
gòngxìng	共性
gòngyǒu	共有
gòngxiàn	贡献
gòngxiànlǜ	贡献率
gōuchú	勾除
gòudàng	勾当
gōuduì	勾兑
gōugōu	勾勾
gōugōudādā	勾勾搭搭
gōugǔdìnglǐ	勾股定理
gōugǔxíng	勾股形
gōuhuà	勾画
gōuhún	勾魂
gōuhúnshèpò	勾魂摄魄
gōujiāndābèi	勾肩搭背
gōujiàn	勾践
gōujié	勾结
gōulán	勾栏
gōulè	勾勒
gōulián	勾连
gōuliǎn	勾脸
gōuliú	勾留
gōuqiàn	勾芡
gōutōng	勾通
gōuxiāo	勾销
gōuxīndòujiǎo	勾心斗角
gōuyǐn	勾引
gōuzhēn	勾针
gōuhè	沟壑
gōumǎnháopíng	沟满壕平
gōuqú	沟渠
gōutōng	沟通
gōuwén	沟纹
gōugǔ	钩骨
gōuxīndòujiǎo	钩心斗角
gōuhuǒhúmíng	篝火狐鸣
gǒugǒuyíngyíng	狗苟蝇营
gǒujítiàoqiáng	狗急跳墙
gǒupígāoyɑo	狗皮膏药
gǒupìbùtōng	狗屁不通
gǒutóujūnshī	狗头军师
gǒuwěicǎo	狗尾草
gǒuwěixùdiāo	狗尾续貂
gǒuxuèpēntóu	狗血喷头
gǒuzhàngrénshì	狗仗人势
gǒuzuǐlǐtǔbuchūxiàngyá	狗嘴里吐不出象牙
gǒuhé	苟合
gǒuqiětōuān	苟且偷安
gǒuqiětōushēng	苟且偷生
gǒuquánxìngmìng	苟全性命
gǒuyáncánchuǎn	苟延残喘
gòuchéng	构成
gòusī	构思
gòutú	构图
gòuxiǎng	构想
gòuzào	构造
gòuzhù	构筑
gòudé	购得
gòuhuòdān	购货单
gòujià	购价
gòumǎi	购买
gòumǎilì	购买力
gòuwù	购物
gòuxiāo	购销
gòuxiāoliǎngwàng	购销两旺
gòuzhì	购置
gòudezháo	够得着
gòuqiáode	够瞧的
gòushòude	够受的
gòushù	够数
gòuhé	媾和
gūchǎn	估产
gūjì	估计
gūjià	估价
gūjiàdān	估价单
gūjiàshī	估价师
gūliáng	估量
gūsuàn	估算
gūbiǎoqīn	姑表亲
gūfu	姑夫
gūfu	姑父
gūqiě	姑且
gūwàngtīngzhī	姑妄听之
gūwàngyánzhī	姑妄言之
gūxī	姑息
gūxīyǎngjiān	姑息养奸
gūchénnièzǐ	孤臣孽子
gūcíshēngzhí	孤雌生殖
gūdān	孤单
gūdāndān	孤单单
gūdú	孤独
gūér	孤儿
gūérguǎfù	孤儿寡妇
gūfāngzìshǎng	孤芳自赏
gūgūdāndān	孤孤单单
gūguǎ	孤寡
gūguǎlǎorén	孤寡老人
gūjiāguǎrén	孤家寡人
gūjūnfènzhàn	孤军奋战
gūjūnzuòzhàn	孤军作战
gūkǔ	孤苦
gūkǔlíngdīng	孤苦伶仃
gūlì	孤立
gūlìwúyuán	孤立无援
gūlínglíng	孤零零
gūlòuguǎwén	孤陋寡闻
gūpì	孤僻
gūxíng	孤行
gūxíngjǐjiàn	孤行己见
gūzhǎngnánmíng	孤掌难鸣
gūzhùyīzhì	孤注一掷
gūmíngdiàoyù	沽名钓誉
gūfù	辜负
gǔbǎo	古堡
gǔchéng	古城
gǔdài	古代
gǔdàorècháng	古道热肠
gǔdélǐqí	古德里奇
gǔdiǎn	古典
gǔdǒng	古董
gǔdōu	古都
gǔěrdálā	古尔达拉
gǔguài	古怪
gǔjì	古迹
gǔjílātè	古吉拉特
gǔjílātèbāng	古吉拉特邦
gǔjí	古籍
gǔjīn	古今
gǔjīnzhōngwài	古今中外
gǔjǐngwúbō	古井无波
gǔlǎo	古老
gǔlè	古乐
gǔmù	古墓
gǔpǔ	古朴
gǔqídòng	古奇洞
gǔqǔ	古曲
gǔsègǔxiāng	古色古香
gǔtóngsè	古铜色
gǔwǎngjīnlái	古往今来
gǔwéijīnyòng	古为今用
gǔxī	古稀
gǔxīzhīnián	古稀之年
gǔxiānggǔsè	古香古色
gǔyǔ	古语
gǔyǔcí	古语词
gǔzhuāngxì	古装戏
gǔdǐ	谷底
gǔdì	谷地
gǔfāng	谷坊
gǔjiànshāngnóng	谷贱伤农
gǔké	谷壳
gǔlèizuòwù	谷类作物
gǔwù	谷物
gúyǔ	谷雨
gǔběn	股本
gǔzhǎng	股长
gǔdōng	股东
gǔfēn	股分
gǔfèn	股份
gǔfèngōngsī	股份公司
gǔfènjīngjì	股份经济
gǔfènyǒuxiàngōngsī	股份有限公司
gǔfènzhì	股份制
gǔgǔ	股骨
gǔgǔjǐng	股骨颈
gǔgǔtou	股骨头
gǔjià	股价
gǔjiàzhǐshù	股价指数
gǔjīn	股金
gǔpiào	股票
gǔpiàoshìchǎng	股票市场
gǔshì	股市
gǔái	骨癌
gǔcì	骨刺
gǔdǒng	骨董
gūduǒ	骨朵
gūduǒér	骨朵儿
gǔfěn	骨粉
gǔgàn	骨干
gǔgànfènzǐ	骨干分子
gǔgé	骨骼
gǔgéjī	骨骼肌
gǔgěng	骨鲠
gǔgěngzàihóu	骨鲠在喉
gǔhóu	骨骺
gǔhuà	骨化
gǔhuàisǐ	骨坏死
gǔhuī	骨灰
gǔhuīhé	骨灰盒
gǔhuīxiāng	骨灰箱
gǔjià	骨架
gǔjiàzi	骨架子
gǔjiāo	骨胶
gǔjié	骨节
gǔjiéhé	骨结核
gǔkē	骨科
gǔkēxué	骨科学
gǔkù	骨库
gǔlì	骨力
gǔliào	骨料
gǔlíng	骨龄
gǔliú	骨瘤
gūlù	骨碌
gūlùlù	骨碌碌
gǔmó	骨膜
gǔmóyán	骨膜炎
gǔnèimó	骨内膜
gǔpái	骨牌
gǔpén	骨盆
gǔpiàn	骨片
gǔqì	骨气
gǔqì	骨器
gǔròu	骨肉
gǔròuxiāngcán	骨肉相残
gǔròuxiānglián	骨肉相连
gǔròuzhìqīn	骨肉至亲
gǔruǎnjīnsū	骨软筋酥
gǔshòurúchái	骨瘦如柴
gúsuǐ	骨髓
gúsuǐliú	骨髓瘤
